call_id;answer_id;n_total_words;n_positive_words;f_positive_words;answer_text1;1;101;1;0.009900990099009901;yes, we obviously have to make some assumptions going forward in house prices and they are not that different than the assumptions you would see in most other that get published by case-shiller, etc. right now, they have a modest increase in home prices in 2013 and '14. i will stick with just those two years. but if it was 5% better than that, which is possible, that would run through our books in lower charge-offs and lower reserves. and just as a rule of thumb, $500 million for one year. it's a very rough rule of thumb.
1;2;89;0;0.0;yes, no, we are required under dodd-frank to disclose our stress tests. remember, we do -- in march. we do it almost immediately after the fed's report. and remember, we do hundreds. the fed is four. so we look at multiple kind of stress tests and we are going to try to give you a full view of how we look at the company under stress. i should point out that a lot of you did it yourselves in the past. you were pretty accurate some of you.
1;3;182;1;0.005494505494505495;just to give you a view, we have $200 billion of equity and $250 billion of unsecured debt. that is $450 billion. that is a lot of capital before anyone else bears a loss. it is not clear to me that subordinated versus just unsecured, and it would take time to develop those markets. if a bank has 50/50 or -- obviously it changes the nature a little bit over time, so it will take time to develop. but i think we're working with the authorities to get it right, to do the analysis right, to have the right numbers. i think you have a little time before someone says it has to be this amount. remember, we have got basel i, basel ii, basel iii, ola, lcr nsf and the new one and we are going to be able to accommodate all of them. it will take a little bit of time. i do want to point out that we fully intend in 2013, late 2013, to be a 9.5% basel iii and to be fully compliant with lcr.
1;4;120;1;0.008333333333333333;well, we had done giving you some numbers in our annual report last year about where it is a no-brainer to buy back stock, which i said is tangible book value. tangible book value is now $38 or $39, which has gone up, what is it, $4 this year, almost $5 this year. so we still think if you haircut earnings and buy stuck at these prices, it's probably still a good deal. we got permission to buy back $3 billion in the first quarter. obviously, it is going to be a little price-sensitive and then ccar will set what we can buy back for the next four quarters after that. i hope that answers your -- yes.
1;5;88;2;0.022727272727272728;you can do the same numbers at today's prices. discount, if you want to be conservative, discount earnings, buy back stock. at the end of a two or three-year period, you will apply earnings per share and higher tangible book value per share even at these prices. it seems like a pretty good deal to me. typically, you have a good company. and you are not going to need the capital down the road. i am not talking about for one year, but down the road.
1;6;58;0;0.0;think about it as all in and we are expecting our run rate in the future to be i think $300 million to $350 million, as i said, excluding the items we talked about. including ifr, we are at $725 million. we have got a ways to go, but it is coming down. think about it in there.
1;7;174;4;0.022988505747126436;well, i think let me just put out first off that our comp ratio was 33%. if you, by the way, if you added back some of the bonuses paid in corporate that do not show up as comp in the ib, it would be like 35%. we think that the roundest number is kind of an ongoing run rate. we have formulas. we do not pay out necessarily by the formula, but we have formulas that are capital-adjusted, risk-adjusted, etc., etc. that -- that is what really guides it and it is not -- so it is really done at a much more detailed level than it will bounce around that 35%. i should point out that again we feel good that our roe in the investment bank was 17% this year. it was 16% or 17% last year and the year before and we are paying our people fair and well. i feel good about that. that is a good thing. that is a good business model to have something like that.
1;8;45;1;0.022222222222222223;yes, i think that is probably true, but other firms have ratios of 50%, 55%. ours is already fairly low. we want to win in the business. we are going to be competitive in compensation and obviously that will adjust over time as competition changes.
1;9;89;3;0.033707865168539325;at investor day, we will try to give you a better view of that. so there are clearly some negatives and we do not know all the rules, also some positives. so we are in a position between custody and clearing and our brokers businesses to provide some of those services for investors so they can allocate capital properly, transform the collateral and serve them better. so let the rules come out. obviously, this is going to affect our revenues a bit, but there will be opportunities there too.
1;10;168;2;0.011904761904761904;no, here is my caveat. we are going to meet lcr this year whatever it is. it does not matter to us whether we like it or not. now to answer your question, there were some changes in lcr SEMICOLON i think they were good, but they still capped the benefit like mortgages and we have like almost $90 billion of mbs. so government-guaranteed mbs is in what they call level 2 and therefore, you are restricted in how much [capital] liquidity. now personally i think that is wrong, but it is okay. we will live with it, we are moving on. i do not know why the american regulators would agree to that. government-guaranteed mbs in a market you want where they treated liquid and remember, they already have a 15% haircut. i could argue they do not need any haircut, but look, whether changes are made or not, we are going to be compliant. it is not going to affect our earnings that much.
1;11;142;2;0.014084507042253521;yes, so hey, betsy, we talked about the third quarter being -- peaking at over 200 basis points before the margins compress in some 40 or so basis points in the quarter and we do expect that to continue into 2013, not at that level. if you go back in time, you would see gain-on-sale margins more in the 65 basis points. i do not know if that is where it will end, but certainly we expect for that to be seen through 2013, but with gaining marketshare. we hope to keep our volumes up. obviously, it will normalize over time, but it may not go that low because our expenses could also be permanently higher. to be in the business is going to cost more money and obviously that will be part of your -- what you have to earn back.
1;12;245;0;0.0;yes, so we -- the number that marianne showed you is the basel iii tier 1 common 8.7. if you look at what i call for the next two years passive mitigation, that is run-off and what i call normal models, so we still have to get certain models in there and there is not arguing with anybody, it's just models that should be put in place, that would add almost 1% to basel right off the bat. about i am going to say $100 billion of that would be models, $80 billion to $100 billion would be models. part of that is the runoff to synthetic credit, which is obviously coming down over time. and the other thing, which i think you're going to see, is we are pushing basel iii down, we have, but we are pushing it down at a very detailed level. i think over time you're going to see (inaudible) down capital basel rwa even more. and there are things in basel, which i do not know what the future portends. we have $200 billion plus of operational rwa in there now. that is driven very -- that is like $16 billion of capital. that is driven very high by obviously the mortgage litigation and stuff like that, some of which will go away. so one day, a lot -- that $200 million should come down a lot too. i just do not know the timetable for that.
1;13;17;0;0.0;no, i did not mention -- we are going to get there late in 2013 whatever it takes.
1;14;218;0;0.0;we will answer -- to give you more feedback -- maybe we have to have a buffer. we do not know what the final rules are for capital. so you already have a conservation buffer. you go below what happens. obviously, oci could be a big swing. like if you model -- i forgot -- we had modeled it. like 300 basis points would be $20 billion after tax or something like that. but you could handle that too because it is going to come in over time and you can manage your balance sheet going forward, your stock buyback going forward. so we really need to see the future rules to make that determination. if we need a buffer, we will have a buffer. whatever that is, we will go there right away too, but we just do not know what it is yet. and we do not know whether ccar is going to drive capital or the conservation buffer is going to drive capital or whatever. and we do not know how the g-sifi exactly works, even though we know it's a 2.5%. we will probably find ways to reduce that over time. so we have plenty of capital. right now, i am -- far more than i personally think we need, but we have plenty of capital.
1;15;194;0;0.0;well, unfortunately, that is a one-year thing, okay and i should point out that before you ask is that when we started the dividends, we said that the intent would be to increase them a little bit every year, so you should expect to see that. we are going to ask for less capital return from stock buyback than we have in the past so where i can do $3 billion in the first quarter. we are going to do less because we have determined, and this is a board-level determination too, that we want to get to 9.5% quicker and we do not exactly know how these stress tests work. so we think under severe stress, we would have plenty of capital, but the last time the fed's numbers were very different. we do not understand that and the way ccar has done this year has even more volatility. basel 2.5 is far more volatile in how you calculate rwa, oci and all that than the old basel i test. so we are a little cautious, which i think is what obviously the fed expected people to do.
1;16;251;0;0.0;yes, let me just separate the two. in consumer, credit card is near the end. there could be more, but it is near the end. it's really mortgage. mortgage reserves are going to have to come down as charge-offs come down and charge-offs are going to come down. we are not trying to manipulate our earnings or anything like that. they are going to come down. the portfolios are smaller SEMICOLON housing prices are going up. we just do not know exactly the pace they are going to come down, but remember they are half what they were a year and a half ago and my guess is, in a year and a half to two from now, they will be half of what they are today, which implies the reserves will come down. we have $5 billion left SEMICOLON that implied would be $2.5 billion. so nothing magical there. that is what is in the numbers. it is really a matter of timing, etc. on the cib side, it was really -- we had one or two big recoveries, so we did have, what was it, $400 million, but marianne also pointed out there were some other negatives that got booked in cib too. so you are right SEMICOLON we are not going to have much reserve takedown in cib, but the other negatives will not be there either. so it is a little bit of a wash in cib too from other non-reserve-related stuff.
