x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;x24;x25;x26;x27;x28;x29;x30;x31;x32;x33;x34;x35;x36;x37;x38;x39;x40;x41;x42;x43;x44;x45;x46;x47;x48;x49;x50;x51;x52;x53;x54;x55;x56;x57;x58;x59;x60;x61;x62;x63;x64;x65;x66;x67;x68;x69;x70;x71;x72;x73;x74;x75;x76;x77;x78;x79;x80;x81;x82;x83;x84;x85;x86;x87;x88;x89;x90;x91;x92;x93;x94;x95;x96;x97;x98;x99;x100;x101;x102;x103;x104;x105;x106;x107;x108;x109;x110;x111;x112;x113;x114;x115;x116;x117;x118;x119;x120;x121;x122;x123;x124;x125;x126;x127;x128;x129;x130;x131;x132;x133;x134;x135;x136;x137;x138;x139;x140;x141;x142;x143;x144;x145;x146;x147;x148;x149;x150;x151;x152;x153;x154;x155;x156;x157;x158;x159;x160;x161;x162;x163;x164;x165;x166;x167;x168;x169;x170;x171;x172;x173;x174;x175;x176;x177;x178;x179;x180;x181;x182;x183;x184;x185;x186;x187;x188;x189;x190;x191;x192;x193;x194;x195;x196;x197;x198;x199;x200;y
-.18761332;-.607059;1.1784477;-1.2956858;1.0624505;-.72979718;.83869976;-.91776437;-1.4373943;.8457942;.83463615;-.11305267;.00019224049;.61768645;-.52216232;-.24798281;-.22878978;-.46555054;-.12976493;-1.320639;-1.0856304;-1.705345;-.085508585;-.91897625;.99408489;-.74148244;-.047328625;.27069822;1.8876946;1.4879428;.60455006;1.3441477;.52506441;.22623932;-2.5282643;-.090414487;.018733382;1.6946558;-.15100166;-.19768988;.3920199;.38754892;-.044204868;-1.009284;-.84574986;-.40520892;.60853201;-1.1006106;-.13643242;.30569056;5.2391734;-1.0245402;3.618309;.78259099;.35879269;3.6973886;1.5322342;5.1838655;.49753347;-1.2507087;4.1620483;1.2941238;-2.0916972;2.6966012;2.5264802;4.0738897;1.2811668;3.1851962;.020031322;.39978278;-.12539023;2.7807097;4.0944614;3.0254464;2.0987995;1.6404374;4.9681554;-2.364151;2.3798501;-1.7550336;2.9438426;2.4371955;3.1707957;3.6134903;2.5511422;.23449412;4.8117847;2.6474152;3.9143298;3.5686526;3.9801819;4.1171861;1.0057375;-4.2212753;2.5176587;2.6548748;2.9383402;-1.6020813;2.5915375;6.2409968;.86987644;-1.292964;.24889299;.30573171;-.29055685;.7869333;2.3884239;-.29977858;-.88255596;.50997508;1.2489293;.30022094;1.362044;.76937795;-.37285084;-1.5196544;-.47062886;-.11821038;-1.5850521;-.73322815;-1.8638678;-1.9623152;-2.0114815;-1.2558507;1.4694244;-3.6057312;-.9386124;1.4029151;1.9416162;-.034195431;.48649815;1.9648284;.87937188;-.74168193;-2.426115;-1.1507012;.045444228;1.4119476;.10378842;.15086196;1.4856542;.666273;-1.4672554;-1.3712435;-.95560718;-.76668221;.88219285;-3.3522735;-2.4667029;.92093736;4.0983801;-3.2137599;3.4343524;.72379833;1.9762034;2.3462839;.5385341;3.1013706;-2.4863687;-1.1497204;4.1908784;1.3299133;-.51260149;1.4993385;1.0237923;2.0192816;2.2031748;1.8291732;.10184681;.57487041;-1.4199655;2.2680781;1.5466212;3.1532905;2.8209348;.25106919;3.1639411;-.91760164;-.040472593;-2.9034038;2.9627147;2.862489;2.4185963;3.4302347;2.7118294;-.61430323;3.6758051;1.9711111;3.1959174;.25123847;3.5119681;3.094382;.90715295;-2.8231704;1.6219877;2.3502998;2.9745314;-1.1012747;3.4246328;2.836494;53.476215
-1.7754443;1.1802537;-1.4657704;-1.373796;.53498238;.81209761;2.9944618;-.77567303;.75715876;-.23765635;-.91882348;-.45424506;2.7314489;-.88361192;.075721219;.41439682;-1.556252;-.75685221;.7988224;1.1691493;-2.1558726;-1.570779;1.3137282;-.23199987;-.04590679;-.30376109;-.41776502;-.76675642;.23089124;.23943485;-1.8905742;-1.0599459;.74376601;.9902848;1.2419693;-.61971915;.21022342;-.31030977;1.1379424;-.91640419;-.71881789;-1.7589651;-.97443271;-.53956342;.37861416;-.67616129;-.91848016;-1.6769251;-.11016267;-.3105773;-1.973219;1.4126803;5.796689;1.0832986;2.1492352;4.9955988;-3.0997283;3.5131094;-.88297498;-1.163486;2.7991478;1.1131593;1.8870825;1.5818774;4.8551006;3.053735;2.1516879;.92777258;2.7649872;.95149463;-.94555521;-.40492272;.40013352;3.8195529;3.7137001;1.3501996;2.464987;-.20993638;-.32210347;4.6541343;3.0508528;-.060572304;-1.4533039;3.5024309;-.74603057;3.0235221;-1.2432163;-.64914525;3.0020239;1.4283192;-.29648045;-.81609482;3.9386642;1.8689747;2.8346286;1.3436377;4.2793961;1.7161947;-2.0412996;4.9832001;-2.3062711;.20276394;-3.115015;-2.23247;2.1493344;1.6302164;1.5107211;-1.617939;-.33700046;-1.2158396;1.6477562;1.3014517;.96656626;-2.084115;.30178517;-.2478736;-1.8288279;.81179994;.45897251;1.7364564;-1.4949684;-.20825776;-1.1369663;-1.4437075;-1.0407653;-.16532068;.80398345;-.65505952;.32888272;2.2851422;-.27160287;.19614929;.85289782;1.4651395;.7073108;-.34322804;.2144945;-1.2306476;.29484013;.76587993;.7761907;-.57486248;-2.3365009;-1.4197731;.3840774;-1.3537546;-.35565731;-2.9547641;.9525649;-1.2198597;.29278547;.48849142;5.3214178;-.22785164;.435619;4.5334864;-1.7926753;2.5624783;-.92565823;-1.1130989;.67180061;.090007402;1.0364763;1.7425199;3.5748148;1.9894946;1.8603446;1.4548833;2.1491454;.18549766;-1.6749916;-.44177297;1.4434373;2.7702818;3.8615968;-.21182576;1.6888225;-.18274388;-1.7350763;1.2194659;4.2044392;-.14766161;-.63141114;3.2236538;-.63564473;2.7379277;-2.2682939;.078063913;1.5500115;2.7804842;1.2748055;-.62989557;.77579248;1.5253732;.7689361;-.52086157;2.0716338;3.0976348;-2.895932;2.1633129;30.041248
.58940071;-.56397933;1.6701576;-2.7034895;-1.9235528;-.17695875;1.3639452;-.686921;.67642528;1.0023685;-1.4431672;.74713469;.029949835;.49226367;-1.9129665;-1.2062346;.7221033;1.6940154;.42173249;-.69917005;-1.6380475;1.5251014;-.33650237;.13461581;-.55336618;-2.0351677;-.5639593;2.1619668;1.7832495;-.85724086;-1.9408242;.07093291;-.62573725;.14144053;-.17724943;1.0530199;-.84923673;-.339178;2.5963449;-.47959489;.89604765;-1.8942024;1.7629421;-.5746243;-1.9102923;-.035556629;-.010739967;-.15999213;.34307095;1.051783;2.4228976;.42692575;2.0400429;2.6720576;4.4445047;3.7732286;-.49124658;2.1198678;4.2358851;6.1369972;.94213647;5.0500932;.35053536;2.2717531;2.6689129;2.2347479;1.8202609;4.8717175;2.7559171;.29675892;5.4244022;6.5053396;.13868238;2.9622149;3.9300547;.90127635;-1.3774353;2.4889612;1.523797;.65077728;-1.4610478;2.5073917;1.1066984;3.1532173;-.38262033;4.6723714;5.8172531;1.3635916;1.9362315;.028885696;2.8153365;4.3024774;1.6457928;4.1577783;-2.4058454;.50938261;-3.2186832;3.8512106;.1011645;4.8729119;.78714371;-.15559961;.22427839;-2.7967784;.54992574;-1.4414111;1.7266424;-.63914293;1.5172744;.72424215;-1.032774;.26781896;.57084936;.75897795;-2.7775981;-.56296414;.76980805;1.6036732;-.093684345;.17490229;-1.2578945;1.1198105;-.072153896;.75009036;-.068045758;-.76701951;-.42007861;1.2340351;1.9774331;-.96466684;-2.1546104;-.82292354;.35524249;.098499276;-1.5850712;1.8031285;-1.7299091;-.44797024;1.0513157;.31356129;-1.1909657;-3.8259552;-.33649069;-.54845589;-1.4824257;.58849305;-1.1181647;-2.1545129;-.97119182;.68212891;2.1233394;2.4151888;3.3759055;1.2136415;2.8608015;1.0960371;-1.2962695;1.9611748;2.8630602;3.6055672;-.50177127;3.1704276;1.4419094;1.9027886;1.6977919;1.2713689;1.5112737;3.459518;1.4755867;1.1504058;4.4992709;6.1425714;.82290459;2.8856683;3.416424;1.9187111;-.32481709;.70384771;1.5154876;1.6588241;-.29572579;.22494859;2.1555741;-.41359419;1.0625722;2.6230154;4.06428;2.636476;-.12054783;-.036458109;2.2344584;3.6706507;2.8484251;4.4821372;-.88275057;.50833178;-2.6551762;3.3883023;-1.0820518;2.7554116;47.148369
1.1103234;-1.0524309;1.4341913;.37877131;-.6129173;.92218649;1.4969971;2.0369556;-1.4324635;-.087424949;-.097372398;-.37371144;.27265596;1.7933133;-.93860853;.41417739;-.88213485;.078647524;.27816865;-1.8589382;.69720161;-.91598797;-2.7678573;-1.46671;-1.7533658;2.0393116;.67395669;-.53359634;-.7768997;-1.1745403;-.95555341;1.4520453;1.0333892;1.5650119;.74600744;-.044649206;-.65652591;.00011111387;1.5305172;-1.1119328;-.35043058;-.35201806;-1.5324143;.24995288;.06754259;1.0359111;1.6326603;-.50335997;-2.668555;.46938151;3.7355893;1.7430634;.30618352;5.3398104;4.3167925;3.5000961;1.9997925;.36172113;2.6146281;-1.8987094;1.8617903;.89636487;3.1357193;.41716185;1.3878026;1.281662;.78764081;-1.7484672;3.496259;1.2983253;-.067489766;.90637761;.15930535;3.8751926;2.288296;3.7610946;1.9285399;4.8947473;.36622831;3.0393374;1.764213;1.9408072;.35893381;.69201744;1.4509662;1.5145255;.92732924;.33333486;2.3434043;3.9216671;.38521442;5.1236563;-.019183714;3.1814125;2.6709285;-1.9776976;-.15614389;3.8832884;.43500954;-.48521954;1.123174;-1.0182498;1.3657004;.50590813;-.35615182;1.4447759;.41608819;1.6389415;-.074442856;-.16913691;1.4280971;.27277982;-.29312187;.55796307;-1.069797;-.89768386;-.19117011;1.8461792;-.17511255;.29706448;-.76052541;-.89468825;-2.1310461;-.40212253;-1.0895009;1.3900646;1.005342;-.077047765;-.22115009;-1.8346397;1.0964501;2.0475504;.58148068;1.1708752;1.6288775;-1.8920053;-1.9625819;.21544194;-.49938798;-1.9257345;.63653028;.99734676;-1.3153541;.32309774;.409798;.84165514;-1.2668899;.19878645;-2.2960339;1.0837458;2.7148509;1.660331;.82878572;3.466573;2.4941769;3.8216031;.80486661;.97758561;2.0045776;-.2900047;2.2440124;-.011863075;.030437009;.3746874;.59135664;1.0357912;1.7290714;-1.1979313;1.2542449;1.4684485;.25151122;.10031486;.92467195;5.0604563;2.5270519;2.7498999;1.6224775;5.3547497;1.5281972;3.2054746;.7811929;2.0684745;-.95858282;-.30102476;-.012021268;1.4161419;.14039315;.48409989;2.3204503;1.9728055;.077246465;4.2578845;1.7786205;2.7661726;1.6248199;-.97690386;.71056885;4.5723786;2.9831743;.13315499;44.894409
.8562299;.012039246;-.38172394;1.7571971;-.28202763;-.016754838;-.47616524;-.7740708;.23090324;-.12787534;.17133529;-1.2872316;.0422948;-.36073348;1.1579734;-.34665036;-1.6619018;-.45541686;.37977913;.33075494;-.14442556;-1.7743219;-.79641038;-.4286859;-1.3536644;.37068254;-.085963391;.62881809;.98162651;.013670947;.31045279;-2.5747018;1.014845;-.88354737;.4289664;-.00065184361;1.3596829;-.48691091;-.30320957;-2.271832;.9728052;.89686888;1.8521833;-.010914469;.5894587;1.0375673;-.091590896;.25581217;-.14289403;.92387658;2.0503607;2.9275758;2.4140253;2.6672695;.29033652;1.7215683;1.1906829;2.3748939;2.7474413;.80486578;1.0137024;3.3629401;4.1926889;1.6139091;4.3155103;1.8449023;.27478349;2.1974385;1.0314364;-.96710354;.56692761;1.5196236;3.0803018;2.9932983;.12392717;1.8208407;1.1985432;1.4617673;2.9699559;3.1490967;4.9350457;1.8512278;2.3703074;4.1467323;1.1675582;4.9091249;1.5809861;1.6949867;-1.8104552;.3935121;-.25163931;-.15398833;1.3317744;2.8734353;2.2204037;2.3790691;6.1215482;6.3050027;.1781648;-1.8278687;.54775232;1.7407857;.73581398;.62265652;.00088092603;-1.7111646;-.63648051;-1.6981543;-.13915889;2.2123771;2.2315452;.05121468;.30640668;.84178555;1.0168169;-.13512136;-2.7630382;.40585577;.17895377;.43497205;1.2324238;-2.317157;-.50477278;1.1542605;-.64941764;-.15528579;-.63751155;.87080532;1.6207076;.73309201;1.5873415;-.21334112;-.80441964;-1.5906578;.46727386;-.41284183;.44926041;.5119155;.077069715;-2.096837;.25634399;.92856377;2.3931847;-.060589302;1.3842134;-1.3506438;.54372287;-.76014227;-.4109042;-1.409676;1.0998299;1.9824412;.023074312;.58801121;-1.1177745;2.2018309;.1763005;2.3715053;.81166989;-.058897335;-.31707796;2.5394647;3.6448634;1.4156597;2.8595164;2.9510162;1.4187775;.37683144;-.96301496;-.35651168;-.14258274;.88170111;.89803922;1.7211258;-1.5786687;1.5219774;-.46639076;.79821515;1.7743576;3.2338428;4.3804641;-.25295308;2.5958047;2.0379739;2.7530177;4.9400291;.6764127;1.67456;-2.9804142;.77207619;-.81450808;-.28025556;1.1873473;.69502276;3.4052026;2.3039548;3.3381279;4.7327404;1.1266518;-1.1023959;37.049343
-.8973667;1.6538472;-.57561892;.13219656;-1.3904752;.50667751;.98041242;1.130394;.3162106;.5188694;.20458381;.61236638;.64329153;.41321447;1.6626092;.57643861;.14505011;-.4651989;1.3937584;1.5208137;-.39925209;.82888955;-.30017;-1.8823386;-.13192651;-.3548677;.73812568;-.55164409;-.80439317;1.7977536;-.77070731;-.92088622;.63758516;.2431275;-.75467366;-.54572123;.54375064;-.10002125;-.64501864;-.94456416;-1.194947;2.0682759;.08618325;.32134494;.36797044;-.024663622;-1.6956561;-.85731244;.10029642;1.2909869;-.49883911;3.5908082;.62175214;1.9269902;4.0465617;2.3577359;2.2676566;2.2184727;3.5851381;2.7116294;.38733959;-1.0393994;.22682764;2.3251708;3.7792463;5.9233861;-.21211402;1.4318632;-.8300944;1.6358851;-4.040195;4.6850553;2.6723797;.45416003;1.0369925;2.0881534;-.071614526;.28967813;4.423883;4.507947;.0020881826;1.2899362;-1.2114938;2.6232746;2.7642806;2.0950396;2.9760292;2.0822151;2.5986402;3.1644254;2.2872012;1.0228614;2.5735173;3.8608036;3.5786648;3.2834575;2.2552333;3.6424432;6.9504895;.4181987;-.77883613;2.3888009;-.94615859;-.98474395;-.65950179;1.8119612;2.1001201;.77215916;.81472242;2.5969396;.65544504;.60056031;-2.0341649;.36448944;.44367984;1.4133214;.093645163;-1.9723338;3.7668827;-.081677333;-1.2233191;.72030193;-1.3300421;-1.7297927;-1.8569074;-.13877882;1.4691776;1.4559507;-.12803857;1.3695263;-.45731613;-2.2927244;1.023304;.92546409;-1.343441;-1.9751925;-.19330865;-.59032845;-.35061964;-1.6379999;-1.3441997;1.4114707;.45961979;.48179573;1.5748627;-1.0922098;-.21982366;-1.4739068;2.5986018;2.3669631;-.78328162;2.1390376;.68314236;.31136101;2.5410807;2.1237347;.45370835;2.0630713;3.0746017;2.7712772;-.25774249;-1.4637963;-.06718152;.046424177;2.1285088;4.5681744;-.53152043;-1.5697664;-1.9621394;.75010943;-3.3096597;3.4908712;2.5507071;-.033590332;2.6986825;2.4699821;1.7093891;.83418548;2.0336916;4.0531597;-1.2823244;.18263403;-2.6006615;1.2141182;1.085173;2.752645;1.173582;2.7084215;1.8182327;4.1920862;2.4862158;-.67515361;.77955914;3.2325056;3.1369786;2.6814897;3.1628585;2.7819004;6.1865144;-1.2763729;52.894547
-.21705863;-2.9971042;1.0302992;-.53062683;.4890857;-.52294856;1.9214442;-.2335676;-1.3051127;.29971847;.53717208;.98872411;-.98161811;-.26980567;1.4398332;-1.3869114;.43042356;.054935448;-.86414289;-1.3531183;-.73021656;.68674046;.71481848;.47492513;-.64549863;.16490501;.70464337;-.80944836;.21319425;-.6670267;.50554436;-1.0781076;-.32127815;-.55920029;.69299942;-.73080665;.10645062;-.35292548;-.72100043;-.065864757;-.27102053;-.0093097761;-.36250916;-.20560257;.24321403;.037541896;-.2522133;.53559482;1.3367897;.37806708;-.80898732;2.853754;3.1472347;1.5318987;1.7935776;5.9855809;3.46471;.54321223;3.2288692;-.33697721;3.6017246;5.4217124;4.6831541;3.390476;2.6344178;1.290092;4.5993123;3.6342905;2.025882;-.0073484583;2.7277939;1.0268412;1.8950597;.27177349;4.4712701;1.5337099;3.4913139;.79223108;4.4094553;.70364851;.80819255;-.73408931;.96773237;3.432457;-.93296677;6.1867881;.1016278;1.4501508;1.1538761;2.8729391;1.3973788;2.6153147;1.6935074;2.4327531;2.4819176;.14468271;2.3352427;-1.0595249;4.5823135;3.0960832;.33571029;-1.3434497;.90071762;-.13399719;.083863109;.97642708;1.2962284;-.0055238027;-.49373573;-.452371;.82514763;1.3100406;-.25969639;-1.0547339;3.0038126;-.48091909;-.080002293;-.70534265;-.99487877;-1.6470366;-.4628706;1.8645118;.035013851;1.1362033;-.94741416;-.12529528;-.79293031;-1.0445052;.20907396;.9042803;-.97345042;-1.9951674;-2.9409056;.60962379;1.0616078;1.2078593;-.19501315;-1.1843306;-1.7642666;-.34644437;.58769798;.12494358;-.071894556;-.19913413;-.67371309;.71902108;2.9199789;-.5103159;.95882124;1.0234677;-2.0615985;1.7782655;2.1582336;.32951918;1.1186936;4.7369213;1.4245499;-.44305313;2.8181508;-.95820373;1.8229662;5.2503424;3.1263928;1.5144227;2.3010211;-.9130125;4.0280495;3.7203565;.17960139;-2.3853056;2.2956033;.14806533;.76795083;.8583135;4.7576857;1.452238;2.3850567;.64000344;1.2125247;.81486225;.88166326;-.30574667;2.2986634;2.4700344;-.60994548;3.1759486;1.6371952;.34944797;.76759142;1.6836067;-.33241609;.97850955;-.39309618;1.7309966;.58922333;.2479421;-.11714406;-2.7325335;3.8519914;2.7898974;54.5093
.94077492;1.2048266;1.3080142;-1.2864467;-.5065273;-.033503018;-.72232372;-2.2462535;.3594076;-1.1175696;.067000791;.62048441;-.63676304;-1.2035658;.78650063;.83399308;-1.3625319;.19774109;.11035966;-.87447178;2.3101888;2.2171848;-.68855226;.36786065;1.7463701;.090767808;.49828163;.89511615;-.58075047;-.031484183;-.0036274591;-1.2964194;-.20859894;.11216153;.36101067;.25738069;-.33949959;.10869327;-.31709597;1.4728799;.045124736;-.2902419;-2.2451849;-.73545724;1.0646057;.84388494;-.73217303;.24859332;-.65945941;-.95524848;2.3991475;1.1767935;3.1091819;3.2518549;-.69724584;2.1804085;3.07214;.98138756;4.7695379;-1.9742484;2.8517339;3.7294421;3.1397102;1.6840656;2.5267534;3.2564068;1.4854642;-.42437169;3.6223578;2.5375819;2.8700478;6.0634418;1.7370085;3.3999748;2.7153831;2.0667741;6.7889576;.98312062;3.8071158;.91361773;3.7586029;1.0219952;.39450118;4.5283198;5.483284;2.2507131;3.4121861;2.2917836;-1.8517176;3.6439912;5.611186;5.1351676;-.75333834;-.88676375;2.0090349;-2.0428596;5.4579453;4.00595;1.8629642;1.5764019;1.7105029;1.435634;.72381043;-1.4907613;.54564995;1.3600484;.10314;1.6984919;.44861576;-1.7322031;1.0806882;1.2847717;.74172193;.50998819;.11346781;2.4392323;-.14750193;.34714469;-.68509614;.199762;.55126369;2.1133134;-.70025843;.76193523;2.7429371;1.0919247;1.3925816;-.039639454;-.71175343;-.91334301;-.82865465;-.77918321;.56018877;-.81856209;-.43043688;.70165986;-.55439109;-1.2399673;-.49055469;-.26751933;1.1147894;-.98696506;-.91466498;-.47230178;-.81803417;1.121238;.33117566;.29453313;-1.359737;-1.0073801;4.976717;-.75455856;.26179731;1.9058962;-.36843815;.50397861;1.7208837;.80895436;2.2467172;-2.845067;.86580455;2.97293;1.8895115;2.6781929;2.792851;2.6434581;2.5618258;-3.1924963;3.1337113;2.1212933;2.5874815;3.5541391;2.2481227;3.6380248;1.2325591;.6142211;5.8065629;1.5841533;2.4233146;.96350563;3.0759163;2.6161199;-.083993725;5.0596485;4.620163;2.2211194;2.6251056;-.0077870279;-.41721848;3.367151;4.162612;4.2333398;-.41768038;.49053732;.91209358;-1.5790336;1.9368012;3.0195463;.72900987;1.3818383;56.911461
-.90643919;-.2897546;-1.3722608;.28259826;-.26711565;.71479112;1.5025089;-2.1712143;-.70036501;-.10034212;-1.0644298;-1.6317315;.85303342;-1.5979971;-.65894896;-.12462062;-.39633504;-.067868054;-1.1323618;.30792996;-1.1263888;-.64893621;.75232869;-.53218329;-.36484575;.041308451;-1.887343;-.64666617;.56792825;.60545802;-.18604113;-.20452431;1.0306721;-.16319019;.80247784;.34742269;.445077;-.31288183;.15682904;-.79372054;-.23823193;-.96160579;.21656188;-.065063633;-.95668155;.094520032;-.25561327;-1.1226771;.6900667;.23453537;1.6912994;3.4924624;2.7964871;2.4156156;1.6501833;3.5903144;1.1549144;1.7534202;-3.1796954;4.5309582;1.6128119;2.7227187;-.81821001;1.9780321;.77256751;3.1947794;4.7746105;1.8636745;1.4186147;5.1243153;3.634841;2.8548293;3.8895566;4.0652428;2.0241954;-1.2251444;-2.4635088;3.0804708;.78886038;.31470662;-.84642357;3.2053623;-.1927498;3.6416414;.2135637;1.1460794;2.4429646;4.1282129;2.442399;-.74901295;.50937474;2.3920517;3.3962288;1.3564461;-.30950326;.89084136;-1.4635175;2.6181829;3.4592679;2.1370771;-.73247623;-.2352221;-.67487109;-.68998456;.40182984;.20639125;2.0078635;-1.2632611;.27880952;-.21611005;-3.4704411;-2.6322958;3.2024801;.32533339;-.88062972;.19878419;2.2162957;.49554607;.33785415;-.97631758;-.87808371;-1.5183309;-1.891065;-.35501549;.13990131;.21544529;-2.2346604;-.92462534;-.37341863;.95676798;.89404166;-.87131637;.63440257;-.43790299;1.932362;-.10612359;-.4824641;-1.2542343;.7362293;-2.4408357;.72837865;-1.2482685;1.3498337;-.10012738;-1.5435964;.43405843;.98149741;.26004988;.55200922;2.3440359;-1.1779613;3.3595338;1.3420237;1.5128814;.052256759;1.6857316;-1.0694495;1.6696337;-1.1198992;3.5877335;.5813939;1.2811553;-.87297523;-.26147681;.12379293;1.1706908;4.6497064;1.3063366;.8440156;4.3682342;1.5135418;3.6775284;2.529413;3.3740821;-.32027513;-1.214624;-1.7457235;1.7215991;1.1440446;1.8436571;.3226212;2.893549;1.5794779;1.3812252;1.4362372;.60172969;2.1110296;.20808829;.88839197;-1.6794883;1.4692593;2.055922;3.9794643;-.58341813;.53373903;.4101063;-1.3245178;3.5246568;1.6310061;.71724111;40.557846
.20148651;-.57787412;.074688546;-.5916962;.18936305;-1.6354573;-.69431573;1.3042374;-.4354884;-1.477071;.38564998;-2.2602053;-1.9919947;1.0097694;-.2477235;-.17990211;-1.8257074;-.49765086;.78671438;-.97781795;-1.0917747;.41961282;-.034529343;.74385285;.17429174;.23410468;-.15767331;.60126358;-1.0953426;.019582938;1.1464477;.94446915;.18978661;1.6250473;-.9473592;.15537891;-.60765451;.11626448;-.72497898;.58948547;2.0679646;-.12867963;.37062261;.88319451;-.43391865;-1.174849;1.3406929;-.64230502;-.68863404;-.223309;2.6334598;4.5330477;1.3229934;1.780668;2.1518741;1.1741309;.22347692;4.3288956;2.2000561;-.53897256;-.95493048;-.82451159;2.1796689;2.8256021;2.9620695;3.7379615;2.9977012;2.2964585;2.2393558;1.5394694;1.7945;-1.0275609;-1.5242516;-.30883902;4.3331509;-1.6761899;-1.5649279;4.8608174;2.6450272;.4595834;-1.7419603;4.4510584;1.5569658;2.0831423;4.7131119;.69855142;5.5273967;3.3745208;.047088042;-.17614947;2.9926524;5.2465835;5.9957852;1.7027777;.63887274;3.4803505;2.6647308;2.6882524;1.6935616;1.3055555;2.7975831;-2.8586402;-1.7625803;-1.5969115;-.40858075;-.27900881;-.26303384;1.0865686;-.87707508;1.9994779;-.53157681;-.21079372;-1.53558;1.5426519;-2.1813688;.51768202;-.43256131;-1.8025835;.020496266;.92827582;-.2805042;.65423107;-.94686049;-.092845015;.85302037;-.90596128;.8894695;1.3227546;-.5884102;-.78079873;-.30398917;-.020313106;.11197789;-.72390878;-.57948869;.26510137;.012326295;-.82196367;-3.5018978;1.3802958;2.0951941;.6247164;-.17023686;.43347284;-.77780581;-.39643496;1.4464629;-.34260857;-.17941873;1.5042945;1.890196;3.5726159;2.6893072;-.59206086;1.0322841;-.11838676;-.56440836;2.8921473;1.5442903;-1.9541711;.076295987;-.038093705;1.0038923;3.3554773;3.8859863;2.2304661;2.6955063;2.0821896;1.0616847;.0050719385;1.7719867;1.8296664;-.95371169;.4968732;3.7108865;.48264441;-1.3758025;3.8895714;.89313853;-1.0631882;-1.1501312;2.8868766;1.4078872;.77713943;3.0469308;.27656597;3.4854069;1.4373735;.49075791;-1.0365382;1.5988989;4.0765634;4.5923367;2.1494615;-.64898705;2.5667946;1.6665298;2.1034961;2.04669;.53046674;47.34692
